281,ドーナツホール,ドーナツホール,ハチ feat. GUMI,3,2024/10/05,600日,,,
282,ドキメキダイアリー,ドキメキダイアリー,asmi feat. Chinozo,2,2025/10/17,223日,,,
283,特捜戦隊デカレンジャー,とくそうせんたいデカレンジャー,サイキックラバー,4,2024/12/29,515日,,,
284,ドクトリーヌ,ドクトリーヌ,煮ル果実 feat. v flower,2,2025/01/31,482日,,,
285,年下の男の子,とししたのおとこのこ,キャンディーズ,1,2024/07/19,678日,,,
286,ドナーソング,ドナーソング,"もじゃ,れるりり feat. GUMI",5,2025/04/10,413日,,,
287,友よ ～ この先もずっと･･･,ともよ このさきもずっと,ケツメイシ,1,2024/11/21,553日,,,
288,ドライフラワー,ドライフラワー,優里,1,2024/12/28,516日,,,
289,ドラマツルギー,ドラマツルギー,Eve,3,2024/09/04,631日,,,
290,トリノコシティ,トリノコシティ,40mP feat.初音ミク,4,2024/10/05,600日,,,
291,ドレミファロンド,ドレミファロンド,40mP feat.初音ミク,2,2024/12/06,538日,,,
292,頓珍漢の宴,とんちんかんのえん,ピノキオピー feat. 初音ミク,3,2025/01/31,482日,,,
293,トンデモワンダーズ,トンデモワンダーズ,sasakure. UK feat. 初音ミク,11,2024/10/18,587日,,,
294,ないものねだり,ないものねだり,KANA-BOON,3,2025/01/31,482日,,,
295,NOW ON AIR,ナウ オン エア,赤い公園,1,2024/11/21,553日,,,
296,涙そうそう,なだそうそう,夏川りみ,1,2025/09/04,266日,,,
297,夏の思い出,なつのおもいで,ケツメイシ,1,2024/11/21,553日,,,
298,夏祭り,なつまつり,JITTERIN'JINN(cover Whiteberry),1,2023/08/28,1004日,,,
299,撫でんな,なでんな,柊マグネタイト feat. 可不,3,2025/12/17,162日,,,
300,なにやってもうまくいかない,なにやってもうまくいかない,meiyo,2,2024/10/18,587日,,,
301,名前のない怪物,なまえのないかいぶつ,EGOIST,4,2024/08/08,658日,,,
302,ニア,ニア,夏代孝明 feat. 初音ミク,2,2024/12/28,516日,,,
303,虹,にじ,Aqua Timez,1,2024/09/11,624日,,,
304,猫,ねこ,DISH//,3,2024/09/11,624日,,,
305,ネトゲ廃人シュプレヒコール,ネトゲはいじんシュプレヒコール,さつきがてんこもり feat. 初音ミク,1,2024/10/05,600日,,,
306,脳漿炸裂ガール,のうしょうさくれつガール,"れるりり feat.初音ミク,GUMI",4,2024/06/26,701日,,,
307,脳内革命ガール,のうないかくめいガール,MARETU feat. 初音ミク,3,2022/01/22,1587日,,,
308,ノーダウト,ノーダウト,Official髭男dism,2,2025/12/17,162日,,,
309,パート・オブ・ユア・ワールド,パート・オブ・ユア・ワールド,すずきまゆみ,2,2024/03/22,797日,,,
310,ハイドアンド・シーク,ハイドアンド・シーク,19's Sound Factory feat. 初音ミク,1,2022/04/16,1503日,,,
311,敗北の少年,はいぼくのしょうねん,kemu feat. GUMI,2,2023/08/28,1004日,,,
312,爆上戦隊ブンブンジャー,ばくあげせんたいブンブンジャー,遠藤正明,3,2024/12/29,515日,,,
313,爆竜戦隊アバレンジャー,ばくりゅうせんたいアバレンジャー,遠藤正明,5,2024/12/29,515日,,,
314,走れ,はしれ,KEI feat.GUMI,2,2024/10/05,600日,,,
315,バスターズレディーゴー!,バスターズレディーゴー,高橋秀幸(Project.R),4,2024/12/29,515日,,,
316,Butter-Fly,バタフライ,和田光司,5,2024/09/18,617日,,,
317,バッド・ダンス・ホール,バッド・ダンス・ホール,カラスヤサボウ feat. 鏡音リン,1,2021/11/27,1643日,,,
318,ハッピーサマーウェディング,ハッピーサマーウェディング,モーニング娘。,1,2024/08/08,658日,,,
319,バトルフィーバーJ,バトルフィーバージェイ,"MoJo,コロムビアゆりかご会,フィーリング・フリー",3,2024/12/29,515日,,,
320,バトルフロンティア,バトルフロンティア,高屋亜希那,3,2024/11/14,560日,,,
321,花に亡霊,はなにぼうれい,ヨルシカ,4,2024/09/11,624日,,,
322,ハナミズキ,ハナミズキ,一青窈,2,2023/05/05,1119日,,,
323,バニー,バニー,すりぃ feat.鏡音リン,3,2024/09/18,617日,,,
324,Happiness,ハピネス,嵐,1,2025/12/17,162日,,,
325,パプリカ,パプリカ,Foorin,1,2024/03/16,803日,,,
326,ハム太郎 とっとこうた,ハムたろう とっとこうた,ハムちゃんず,1,2025/01/08,505日,,,
327,パメラ,パメラ,バルーン feat. v flower,1,2025/05/21,372日,,,
328,VAMOLA!キョウリュウジャー,バモラ キョウリュウジャー,鎌田章吾,3,2024/12/29,515日,,,
329,パラメタ,パラメタ,40mP feat. 初音ミク,1,2024/10/05,600日,,,
330,バラライカ,バラライカ,月島きらり starring 久住小春,3,2024/11/14,560日,,,
331,ハリケンジャー参上!,ハリケンジャーさんじょう,高取ヒデアキ,3,2024/12/29,515日,,,
332,晴る,はる,ヨルシカ,8,2025/05/21,372日,,,
333,春泥棒,はるどろぼう,ヨルシカ,9,2025/05/21,372日,,,
334,春を告げる,はるをつげる,yama,1,2025/05/21,372日,,,
335,バレリーコ,バレリーコ,みきとP feat. GUMI,3,2024/09/18,617日,,,
336,ハロ/ハワユ,ハロ/ハワユ ,ナノウ(ほえほえP) feat. 初音ミク,1,2021/12/11,1629日,,,
337,ハロー、プラネット。,ハロー プラネット,sasakure. UK feat. 初音ミク,3,2022/05/04,1485日,,,
338,"Hello,Worker",ハロー ワーカー,KEI feat. 巡音ルカ,3,2024/09/04,631日,,,
339,*ハロー、プラネット。,ハロー、プラネット,sasakure. UK feat. 初音ミク,2,2024/12/06,538日,,,
340,パンダヒーロー,パンダヒーロー,ハチ feat. GUMI,3,2024/07/19,678日,,,
341,Be As One,ビー アズ ワン,TWICE,1,2024/11/14,560日,,,
342,Be The One,ビー ザ ワン,PANDORA,6,2025/04/10,413日,,,
343,ビースト・ダンス,ビースト・ダンス,和田たけあき(くらげP) feat. 音街ウナ,4,2023/04/15,1139日,,,
344,ピエロ,ピエロ,KEI feat.初音ミク,2,2024/10/05,600日,,,
345,光戦隊マスクマン,ひかりせんたいマスクマン,影山ヒロノブ,3,2024/12/29,515日,,,
346,ビターチョコデコレーション,ビターチョコデコレーション,syudou feat. 初音ミク,4,2025/01/31,482日,,,
347,独りんぼエンヴィー,ひとりんぼエンヴィー,koyori(電ポルP) feat.初音ミク,4,2024/12/06,538日,,,
348,ヒバナ,ヒバナ,DECO*27 feat. 初音ミク,2,2025/04/10,413日,,,
349,ビビデバ,ビビデバ,星街すいせい,4,2025/01/08,505日,,,
350,秒針を噛む,びょうしんをかむ,ずっと真夜中でいいのに。,3,2024/12/28,516日,,,
351,Fire◎Flower,ファイヤー フラワー,halyosy feat. 鏡音レン,2,2025/09/04,266日,,,
352,ファタール,ファタール,GEMN,2,2025/01/08,505日,,,
353,F△Bulous,ファビュラス,BAE,1,2025/09/04,266日,,,
354,Femme Fatale,ファム ファタール,言の葉党,1,2023/11/04,936日,,,
355,ファンサ,ファンサ,mona(CV.夏川椎菜) feat.HoneyWorks,1,2022/02/06,1572日,,,
356,フィラデルフィア,フィラデルフィア,wotaku feat.フリモメン,2,2025/09/04,266日,,,
357,Booo!,ブー,TOKOTOKO(西沢さんP) feat. 音街ウナ,2,2024/09/18,617日,,,
358,For my Stella,フォー マイ ステラ,VISTY,1,2023/05/26,1098日,,,
359,フォニイ,フォニイ,ツミキ feat. 可不,11,2024/10/18,587日,,,
360,福音,ふくいん,wotaku feat.初音ミク,1,2025/08/28,273日,,,
361,不思議のコハナサイチ,ふしぎのコハナサイチ,ピノキオピー feat. 初音ミク,1,2024/10/05,600日,,,
362,PRIDE,プライド,今井美樹,1,2024/02/24,824日,,,
363,Flyer!,フライヤー,Chinozo feat. v flower,7,2024/12/06,538日,,,
364,フラジール,フラジール,ぬゆり feat. GUMI,3,2025/10/17,223日,,,
365,プラネテス,プラネテス,"seiza,ねこぼーろ feat. 初音ミク",2,2024/12/28,516日,,,
366,FREELY TOMORROW,フリーリー トゥモロー,Mitchie M feat. 初音ミク,1,2024/02/24,824日,,,
367,ブリキノダンス,ブリキノダンス,日向電工 feat. 初音ミク,5,2025/01/08,505日,,,
368,プリキュア5、スマイル go go!,プリキュアファイブ、スマイル ゴーゴー,工藤真由,1,2024/01/04,875日,,,
369,Pretender,プリテンダー,Official髭男dism,2,2024/11/06,568日,,,
370,プレイ,プレイ,りぶ,1,2025/08/28,273日,,,
371,flos,フロス,R Sound Design feat. 初音ミク,10,2025/05/21,372日,,,
372,ふわふわ時間,ふわふわたいむ,放課後ティータイム,2,2024/07/19,678日,,,
373,ベテルギウス,ベテルギウス,優里,3,2024/11/21,553日,,,
374,ベノム,ベノム,かいりきベア feat. v flower,2,2025/04/10,413日,,,
375,放課後ストライド,ほうかごストライド,Last Note. feat. GUMI,4,2025/07/19,313日,,,
376,ポーカーフェイス,ポーカーフェイス,ゆちゃP feat. GUMI,1,2021/12/11,1629日,,,
377,ポーズ,ポーズ,岡崎体育,1,2025/09/04,266日,,,
378,ポケモン言えるかな? BW,ポケモンいえるかな びーダブリュー,つるの 剛士,1,2025/09/04,266日,,,
379,星屑サンセット,ほしくずサンセット,YUKI,1,2024/09/25,610日,,,
380,POP STAR,ポップ スター,平井堅,1,2024/06/26,701日,,,
381,potatoになっていく,ポテトになっていく,"Neru feat. 鏡音リン,鏡音レン",4,2025/10/17,223日,,,
382,ボトム,ボトム,柊キライ feat. v flower,3,2024/10/18,587日,,,
383,ポニーテールとシュシュ,ポニーテールとシュシュ,AKB48,1,2023/05/05,1119日,,,
384,炎,ほむら,LiSA,2,2023/11/04,936日,,,
385,ボルテッカー,ボルテッカー,DECO*27 feat. 初音ミク,3,2023/12/07,903日,,,
386,V(ボルト),ボルト,遊助,2,2024/02/24,824日,,,
387,マーシャル・マキシマイザー,マーシャル・マキシマイザー,柊マグネタイト feat. 可不,8,2024/10/18,587日,,,
388,負けないで,まけないで,ZARD,1,2024/07/19,678日,,,
389,マジで感謝!,マジでかんどう,"T-Pistonz,KMC",1,2024/11/14,560日,,,
390,本気ボンバー!!,まじボンバー,Berryz工房,3,2025/08/09,292日,,,
391,マジンガーZ,マジンガーゼット,水木一郎,1,2023/10/07,964日,,,
392,魔進戦隊キラメイジャー,ましんせんたいキラメイジャー,大西洋平,3,2024/12/29,515日,,,
393,真っ逆さまサマー,まっさかさまサマー,はるな。 feat. 初音ミク,4,2025/10/17,223日,,,
394,真夏の果実,まなつのかじつ,サザンオールスターズ,2,2025/04/10,413日,,,
395,マフィア,マフィア,wotaku feat.初音ミク,1,2025/08/28,273日,,,
396,魔法少女とチョコレゐト,まほうしょうじょとチョコレイト,ピノキオピー feat. 初音ミク,4,2025/01/31,482日,,,
397,魔法戦隊マジレンジャー,まほうせんたいマジレンジャー,岩崎貴文,4,2024/12/29,515日,,,
398,マリーゴールド,マリーゴールド,あいみょん,4,2024/09/18,617日,,,
399,丸ノ内サディスティック,まるのうちサディスティック,椎名林檎,3,2025/01/31,482日,,,
400,回る空うさぎ,まわるそらうさぎ,Orangestar feat. 初音ミク,6,2024/09/04,631日,,,
401,右肩の蝶,みぎかたのちょう,のりぴー feat. 鏡音レン,1,2024/02/24,824日,,,
402,右に曲ガール,みぎにまガール,はるふり feat. 重音テト,2,2024/10/05,600日,,,
403,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげる してやんよ,ika feat.初音ミク,1,2023/10/21,950日,,,
404,三十路ボンバイエ,みそじボンバイエ,ケツメイシ,1,2024/11/21,553日,,,
405,ミックスナッツ,ミックスナッツ,Official髭男dism,6,2025/01/08,505日,,,
406,未来コネクション,みらいコネクション,ЯeaL,3,2024/11/14,560日,,,
407,ムーンライト伝説,ムーンライトでんせつ,DALI,1,2023/12/07,903日,,,
408,結ンデ開イテ羅刹ト骸,むすんでひらいてらせつとむくろ,ハチ feat. 初音ミク,1,2022/04/16,1503日,,,
409,めざせポケモンマスター,めざせポケモンマスター,松本 梨香,3,2024/04/18,770日,,,
410,Mela!,メラ,緑黄色社会,3,2025/05/21,372日,,,
411,メランコリック,メランコリック,Junky feat.鏡音リン,3,2023/12/07,903日,,,
412,メルト,メルト,ryo(supercell) feat. 初音ミク,3,2025/05/21,372日,,,
413,メンタルチェンソー,メンタルチェンソー,P丸様。,5,2024/01/04,875日,,,
414,妄想疾患■ガール,もうそうしっかんやみガール,"もじゃ,れるりり feat. GUMI",1,2024/09/25,610日,,,
415,妄想税,もうそうぜい,DECO*27 feat. 初音ミク,1,2021/12/11,1629日,,,
416,モーフィン!ムービン!バスターズシップ!,モーフィン ムービン バスターズシップ , 高橋秀幸 (Project.R),1,2024/12/29,515日,,,
417,もっふんのうた,もっふんのうた,吉田仁美,2,2024/11/14,560日,,,
418,モニタリング,モニタリング,DECO*27 feat. 初音ミク,1,2025/01/31,482日,,,
419,ヤキモチの答え-another story-,ヤキモチのこたえ アナザー ストーリー,HoneyWorks feat.初音ミク,1,2022/02/06,1572日,,,
420,やっぱ青春,やっぱせいしゅん,空野葵(CV.北原沙弥香),1,2024/11/14,560日,,,
421,You got game?,ユー ガット ゲーム,Kimeru,1,2024/07/19,678日,,,
422,夕暮れ先生,ゆうぐれせんせい,石風呂 feat.miki,2,2023/04/15,1139日,,,
423,夕景イエスタデイ,ゆうけいイエスタデイ,じん feat. IA,1,2024/07/19,678日,,,
424,勇者,ゆうしゃ,YOASOBI,6,2025/07/19,313日,,,
425,夕立のりぼん,ゆうだちのりぼん,みきとP feat. MAYU,3,2023/04/15,1139日,,,
426,幽霊東京,ゆうれいとうきょう,Ayase feat. 初音ミク,6,2025/05/21,372日,,,
427,YUME日和,ユメびより,島谷ひとみ,3,2023/10/07,964日,,,
428,夢をかなえてドラえもん,ゆめをかなえてドラえもん,mao,1,2025/01/08,505日,,,
429,ゆるふわ樹海ガール,ゆるふわじゅかいガール,石風呂 feat.初音ミク,3,2024/07/12,685日,,,
430,夜明けと蛍,よあけとほたる,n-buna feat.初音ミク,11,2025/07/19,313日,,,
431,酔いどれ知らず,よいどれしらず,Kanaria feat. GUMI,5,2024/12/06,538日,,,
432,ようかい体操第一,ようかいたいそうだいいち,Dream5,1,2024/11/14,560日,,,
433,ようこそジャパリパークへ,ようこそジャパリパークへ,どうぶつビスケッツ×PPP,1,2023/11/04,936日,,,
434,吉原ラメント,よしはらラメント,亜沙 feat.重音テト,1,2024/10/05,600日,,,
435,夜空ノムコウ,よぞらノムコウ,SMAP,2,2024/09/25,610日,,,
436,YONA YONA DANCE,ヨナ ヨナ ダンス,和田アキ子,4,2023/05/05,1119日,,,
437,夜咄ディセイブ,よばなしディセイブ,じん(自然の敵P)  feat.IA,1,2025/07/19,313日,,,
438,夜もすがら君想ふ,よもすがらきみおもう,TOKOTOKO(西沢さんP) feat. GUMI,7,2025/05/21,372日,,,
439,夜に駆ける,よるにかける,YOASOBI,14,2024/06/15,712日,,,
440,夜のピエロ,よるのピエロ,Ado,5,2024/07/12,685日,,,
441,Life is SHOW TIME,ライフ イズ ショー タイム,鬼龍院翔,1,2023/06/28,1065日,,,
442,ライラック,ライラック,Mrs. GREEN APPLE,1,2025/10/17,223日,,,
443,ラヴィ,ラヴィ,すりぃ feat. 鏡音レン,3,2024/06/15,712日,,,
444,ROWDIEZ -悪漢奴等 Wanted Vibes-,ラウディーズ あかんやつら ウォンテッド ヴァイブス,悪漢奴等,1,2025/09/04,266日,,,
445,LUCKYSTAR,ラッキースター,幡野智宏(Project.R),4,2024/12/29,515日,,,
446,LOVEマシーン,ラブマシーン,モーニング娘。,1,2024/08/08,658日,,,
447,RE:I AM,リ アイアム,Aimer,2,2023/04/15,1139日,,,
448,LEAP HIGH! 〜明日へ、めいっぱい〜,リープ ハイ あしたへ、めいっぱい,PRODUCE 101 JAPAN THE GIRLS,1,2024/01/04,875日,,,
449,ルカルカ★ナイトフィーバー,ルカルカ ナイトフィーバー,samfree feat. 巡音ルカ,1,2024/10/05,600日,,,
450,ルパンレンジャーVSパトレンジャー,ルパンレンジャー ブイエス パトレンジャー,"Project.R(吉田達彦,吉田仁美)",4,2024/12/29,515日,,,
451,ルマ,ルマ,かいりきベア feat. 初音ミク,5,2023/06/28,1065日,,,
452,烈車戦隊トッキュウジャー,れっしゃせんたいトッキュウジャー,伊勢大貴,6,2024/12/29,515日,,,
453,劣等上等,れっとうじょうとう,"Giga feat. 鏡音リン,鏡音レン",2,2022/11/13,1292日,,,
454,恋愛サーキュレーション,れんあいサーキュレーション,千石撫子(CV.花澤香菜),1,2023/12/24,886日,,,
455,恋愛裁判,れんあいさいばん,40mP feat.初音ミク,4,2024/10/05,600日,,,
456,恋愛レボリューション21,れんあいレボリューションにじゅういち,モーニング娘。,3,2024/08/08,658日,,,
457,ロウワー,ロウワー,ぬゆり feat. v flower,3,2024/10/18,587日,,,
458,ローリンガール,ローリンガール,wowaka feat. 初音ミク,1,2024/10/05,600日,,,
459,ロキ,ロキ,みきとP feat. 鏡音リン,3,2024/06/26,701日,,,
460,六兆年と一夜物語,ろくちょうねんといちやものがたり,kemu feat.IA,3,2024/06/15,712日,,,
461,炉心融解,ろしんゆうかい,iroha(sasaki) feat. 鏡音リン,3,2024/02/24,824日,,,
462,ロスタイムメモリー,ロスタイムメモリー,じん feat.IA,1,2024/09/25,610日,,,
463,ロストマン,ロストマン,BUMP OF CHICKEN,1,2023/12/24,886日,,,
464,ロストワンの号哭,ロストワンのごうこく,Neru feat. 鏡音リン,4,2024/10/05,600日,,,
465,ロマンスの神様,ロマンスのかみさま,広瀬香美,1,2023/12/24,886日,,,
466,浪漫飛行,ろまんひこう,米米CLUB,3,2025/08/09,292日,,,
467,ロミオとシンデレラ,ロミオとシンデレラ,doriko feat.初音ミク,4,2024/02/15,833日,,,
468,ロメオ,ロメオ,"HoneyWorks,おればななP feat. 初音ミク,GUMI",2,2022/09/04,1362日,,,
469,ワールズエンド・ダンスホール,ワールズエンド・ダンスホール,"wowaka feat. 初音ミク,巡音ルカ",2,2024/10/05,600日,,,
470,ワールド・ランプシェード,ワールド・ランプシェード,buzzG feat. GUMI,1,2021/11/14,1656日,,,
471,我ら思う､故に我ら在り,われらおもう ゆえにわれらあり,氣志團,2,2024/11/03,571日,,,
472,Wonderful Days,ワンダフル デイズ,プルタブと缶,1,2024/05/03,755日,,,
473,1・2・3,ワンツースリー,After the Rain,2,2023/04/15,1139日,,,
474,１ドリーム,ワンドリーム,リトルブルーボックス,1,2024/11/14,560日,,,
475,,,,,,,,,
476,,,,,,,,,
477,,,,,,,,,
478,,,,,,,,,
479,,,,,,,,,
480,,,,,,,,,
481,,,,,,,,,
482,,,,,,,,,
483,,,,,,,,,
484,,,,,,,,,
485,,,,,,,,,
486,,,,,,,,,
487,,,,,,,,,
488,,,,,,,,,
489,,,,,,,,,
490,,,,,,,,,
491,,,,,,,,,
492,,,,,,,,,
493,,,,,,,,,
494,,,,,,,,,
495,,,,,,,,,
496,,,,,,,,,
497,,,,,,,,,
498,,,,,,,,,
499,,,,,,,,,
500,,,,,,,,,
